"timeStamp","userID","targetApp","url","eventType","target.id","target.tagName","target.type","target.name","target.value","target.innerText","target.checked","target.href","target.option"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"http",,,,,,,,,,,,,
